song_title,lyrics
Help,"Help! I need somebody.
Help! Not just anybody.
Help! You know I need someone.
Help!
When I was younger, so much younger than today,
I never needed anybody's help in any way.
But now these days are gone I'm not so self assured,
Now I find
I've changed my mind, I've opened up the doors.
Help me if you can, I'm feeling down,
And I do appreciate you being 'round.
Help me get my feet back on the ground.
Won't you please, please help me?
And now my life has changed in oh so many ways,
my independence seems to vanish in the haze.
But every now and then I feel so insecure,
I know that I just need you like I've never done before.
Help me if you can, I'm feeling down,
And I do appreciate you being 'round.
Help me get my feet back on the ground.
Won't you please, please help me?
When I was younger, so much younger than today,
I never needed anybody's help in any way.
But now these days are gone I'm not so self assured,
Now I find
I've changed my mind, I've opened up the doors.
Help me if you can, I'm feeling down,
And I do appreciate you being 'round.
Help me get my feet back on the ground.
Won't you please, please help me?
Help me. Help me, oooh."
Day Tripper,"Got a good reason for taking the easy way out.
Got a good reason for taking the easy way out, now.
She was a day tripper,
One-way ticket, yeah.
It took me so long to find out, and I found out.
She's a big teaser, she took me half the way there.
She's a big teaser, she took me half the way there. now,
She was a day tripper,
One-way ticket, yeah.
It took me so long to find out, and I found out.
Tried to please her, but she only played one night stands.
Tried to please her, but she only played one night stands, now,
She was a day tripper,
Sunday driver, yeah.
It took me so long to find out, and I found out.
Day tripper, day tripper, yeah.
Day tripper, day tripper, yeah.
Day tripper."
We Can Work It Out,"Try to see it my way,
Do I have to keep on talking till I can't go on?
While you see it your way,
Run the risk of knowing that our love may soon be gone.
We can work it out,
We can work it out.
Think of what you're saying.
You can get it wrong and still you think that it's alright.
Think of what I'm saying,
We can work it out and get it straight, or say good night.
We can work it out,
We can work it out.
Life is very short, and there's no time
For fussing and fighting, my friend.
I have always thought that it's a crime,
So I will ask you once again.
Try to see it my way,
Only time will tell if I am right or I am wrong.
While you see it your way
There's a chance that we may fall apart before too long.
We can work it out,
We can work it out.
Life is very short, and there's no time
For fussing and fighting, my friend.
I have always thought that it's a crime,
So I will ask you once again.
Try to see it my way,
Only time will tell if I am right or I am wrong.
While you see it your way
There's a chance that we may fall apart before too long.
We can work it out,
We can work it out."
Nowhere Man,"He's a real Nowhere Man,
Sitting in his Nowhere Land,
Making all his Nowhere plans for nobody.
Doesn't have a point of view.
Knows not where he's going to.
Isn't he a bit like you and me?
Nowhere Man please listen,
You don't know what you're missing.
Nowhere Man, the world is at your command.
He's as blind as he can be,
Just sees what he wants to see.
Nowhere Man can you see me at all?
Nowhere Man don't worry,
Take your time, don't hurry,
Leave it all till somebody else lends you a hand.
Doesn't have a point of view.
Knows not where he's going to.
Isn't he a bit like you and me?
Nowhere Man please listen,
You don't know what you're missing.
Nowhere Man, the world is at your command.
He's a real Nowhere Man,
Sitting in his Nowhere Land,
Making all his Nowhere plans for nobody.
Making all his Nowhere plans for nobody.
Making all his Nowhere plans for nobody."
Paperback Writer,"Paperback writer, paperback writer.
Dear Sir or Madam, will you read my book?
It took me years to write, will you take a look?
It's based on a novel by a man named Lear,
And I need a job,
So I want to be a paperback writer,
Paperback writer.
It's a dirty story of a dirty man,
And his clinging wife doesn't understand.
His son is working for the Daily Mail.
It's a steady job,
But he wants to be a paperback writer,
Paperback writer.
Paperback writer, paperback writer.
It's a thousand pages, give or take a few.
I'll be writing more in a week or two.
I could make it longer if you like the style.
I can change it 'round,
And I want to be a paperback writer,
Paperback writer.
If you really like it you can have the rights.
It could make a million for you overnight.
If you must return it you can send it here,
But I need a break,
And I want to be a paperback writer,
Paperback writer.
Paperback writer, paperback writer.
Paperback writer, paperback writer.
Paperback writer, paperback writer.
Paperback writer, paperback writer.
Paperback writer..."
Eleanor Rigby,"Ah, look at all the lonely people.
Ah, look at all the lonely people.
Eleanor Rigby picks up the rice in the church
Where a wedding has been,
Lives in a dream.
Waits at the window, wearing the face
That she keeps in a jar by the door.
Who is it for?
All the lonely people, where do they all come from?
All the lonely people, where do they all belong?
Father McKenzie, writing the words of a sermon
That no-one will hear,
No-one comes near.
Look at him working, darning his socks
In the night when there's nobody there.
What does he care?
All the lonely people, where do they all come from?
All the lonely people, where do they all belong?
Ah, look at all the lonely people.
Ah, look at all the lonely people.
Eleanor Rigby died in the church
And was buried along with her name.
Nobody came.
Father McKenzie, wiping the dirt from his hands
As he walks from the grave.
No-one was saved.
All the lonely people, where do they all come from?
Ah, look at all the lonely people.
All the lonely people, where do they all belong?
Ah, look at all the lonely people."
Penny Lane,"Penny Lane there in a barber showing photographs
Of every head he's had the pleasure to know.
And all the people that come and go
Stop and say ""Hello"".
On the corner is a banker with a motorcar,
And little children laugh at him behind his back.
And the banker never wears a mac
In the pouring rain - very strange.

Penny Lane is in my ears and in my eyes.
There beneath the blue suburban skies
I sit, and meanwhile back

In Penny Lane there is a fireman with an hourglass,
And in his pocket is a portrait of the Queen.
He likes to keep his fire engine clean,
It's a clean machine.

Penny Lane is in my ears and in my eyes.
A four of fish and finger pies
In summer. Meanwhile back

Behind the shelter in the middle of the roundabout
The pretty nurse is selling poppies from a tray.
And though she feels as if she's in a play,
She is anyway.
In Penny Lane the barber shaves another customer,
We see the banker sitting waiting for a trim,
And then the fireman rushes in
>From the pouring rain - very strange.
Penny Lane is in my ears and in my eyes.
There beneath the blue suburban skies
I sit, and meanwhile back.
Penny Lane is in my ears and in my eyes.
There beneath the blue suburban skies...
Penny Lane!"
All You Need Is Love,"Love, love, love, love, love, love, love, love, love.
There's nothing you can do that can't be done.
Nothing you can sing that can't be sung.
Nothing you can say, but you can learn
How to play the game -
It's easy.
Nothing you can make that can't be made.
No one you can save that can't be saved.
Nothing you can do, but you can learn
How to be you in time -
It's easy.
All you need is love, all you need is love,
All you need is love, love. Love is all you need.
Love, love, love, love, love, love, love, love, love.
All you need is love, all you need is love,
All you need is love, love. Love is all you need.
There's nothing you can know that isn't known.
Nothing you can see that isn't shown.
There's nowhere you can be that isn't where
You're meant to be -
It's easy.
All you need is love, all you need is love,
All you need is love, love. Love is all you need.
All you need is love. (All together now).
All you need is love. (Everybody).
All you need is love, love. Love is all you need.
Love is all you need.
Love is all you need...
(Yesterday)
(Oh yeah)
(She love you, yeah, yeah, yeah)
(She love you, yeah, yeah, yeah)
(Oh, yesterday)"
Hello Goodbye,"You say ""Yes"", I say ""No"".
You say ""Stop"" and I say ""Go, go, go"".
Oh no.
You say ""Goodbye"" and I say ""Hello, hello, hello"".
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".
I don't know why you say goodbye, I say hello.
I say ""High"", you say ""Low"".
You say ""Why?"" And I say ""I don't know"".
Oh no.
You say ""Goodbye"" and I say ""Hello, hello, hello"".
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".
(Hello, goodbye, hello, goodbye. Hello, goodbye.)
I don't know why you say ""Goodbye"", I say ""Hello"".
(Hello, goodbye, hello, goodbye. Hello, goodbye. Hello, goodbye.)
Why, why, why, why, why, why, do you
say ""Goodbye, goodbye, bye, bye"".
Oh no.
You say ""Goodbye"" and I say ""Hello, hello, hello"".
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".
I don't know why you say ""Goodbye"", I say ""Hello"".
You say ""Yes"", I say ""No"".
(I say ""Yes"", but I may mean ""No"").
You say ""Stop"", I say ""Go, go, go"".
(I can stay still it's time to go).
Oh, oh no.
You say ""Goodbye"" and I say ""Hello, hello, hello"".
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".
I don't know why you say ""Goodbye"", I say ""Hello-wow, oh. Hello"".
Hela, heba, helloa. Hela, heba, helloa. Hela, heba, helloa.
Hela, heba, helloa. (Hela.) Hela, heba, helloa. Hela, heba, helloa.
Hela, heba, helloa. Hela, heba, helloa. Hela, heba, helloa."
I Am The Walrus,"I am he, as you are he,
As you are me, and we are all together.
See how they run like pigs from a gun,
See how they fly. I'm crying.
Sitting on a cornflake, waiting for the van to come.
Corporation teashirt, stupid bloody tuesday man,
You been a naughty boy you let your face grow long.
I am the eggman, they are the eggmen,
I am the walrus, goo goo g'joob.
Mr. city policeman sitting,
Pretty little policemen in a row.
See how they fly like Lucy in the sky,
See how they run. I'm crying. I'm crying, I'm crying. I'm crying.
Yellow matter custard dripping from a dead dog's eye.
Crabalocker fishwife, pornagraphic priestess,
Boy you been a naughty girl, you let your knickers down.
I am the eggman, they are the eggmen,
I am the walrus, goo goo g'joob.
Sitting in an English garden waiting for the sun.
If the sun don't come you get a tan
>From standing in the English rain.
I am the eggman, they are the eggmen,
I am the walrus, goo goo g'joob. G'goo goo g'joob.
Expert, texpert, choking smokers
Don't you think the joker laughs at you?
(Ho, ho, ho, hee, hee, hee, ha, ha, ha.)
See how they smile, like pigs in a sty,
See how they snied. I'm crying.
Semolina pilchard climbing up the Eiffel Tower.
Elementary penguin singing Hare Krishna.
Man you should have seen them kicking Edgar Allen Poe.
I am the eggman, they are the eggmen,
I am the walrus, goo goo g'joob. G'goo goo g'joob.
Goo goo g'joob. G'goo goo g'joob g'goo.
Goo g'joob...
(Oompah, oompah, stick it up your jumper)
(Got one, got one, everybody's got one)"
Strawberry Fields Forever,"Let me take you down,
'Cos I'm going to Strawberry Fields.
Nothing is real, and nothing to get hungabout.
Strawberry Fields forever.
Living is easy with eyes closed,
Misunderstanding all you see.
It's getting hard to be someone,
But it all works out.
It doesn't matter much to me.
Let me take you down,
'Cos I'm going to Strawberry Fields.
Nothing is real, and nothing to get hungabout.
Strawberry Fields forever.
No one, I think, is in my tree,
I mean it must be high or low.
That is you can't you know tune in.
But it's alright.
That is I think it's not too bad.
Let me take you down,
'Cos I'm going to Strawberry Fields.
Nothing is real, and nothing to get hungabout.
Strawberry Fields forever. (1, 2, 3, 4, 5.)
Always know, sometimes think, it's me,
But you know I know when it's a dream.
I think I know, I mean a ""Yes"",
But it's all wrong.
That is, I think, I disagree.
Let me take you down,
'Cos I'm going to Strawberry Fields.
Nothing is real, and nothing to get hungabout.
Strawberry Fields forever.
Strawberry Fields forever.
Strawberry Fields forever.
(Cranberry sauce. Cranberry...)"
Fool On The Hill,"Day after day, alone on a hill,
The man with a foolish grin is keeping perfectly still.
But nobody wants to know him,
They can see that he's just a fool,
And he never gives an answer.
But the fool on the hill sees the sun going down
And the eyes in his head see the world spinning 'round.
Well on the way, head in a cloud,
The man of a thousand voices talking perfectly loud.
But nobody ever hears him,
Or the sound he appears to make,
And he never seems to notice.
But the fool on the hill sees the sun going down
And the eyes in his head see the world spinning 'round.
And nobody seems to like him,
They can tell what he wants to do.
And he never shows his feelings,
But the fool on the hill sees the sun going down
And the eyes in his head see the world spinning 'round.
Oh, 'round and 'round and 'round and 'round and 'round.
And he never listens to them,
He knows that they're the fools.
They don't like him.
The fool on the hill sees the sun going down
And the eyes in his head see the world spinning 'round.
Oh, 'round and 'round and 'round and 'round and..."
Lady Madonna,"Lady Madonna, children at your feet.
Wonder how you manage to make ends meet.
Who finds the money? When you pay the rent?
Did you think that money was heaven sent?
Friday night arrives without a suitcase.
Sunday morning creep in like a nun.
Monday's child has learned to tie his bootlace.
See how they run.
Lady Madonna, baby at your breast.
Wonder how you manage to feed the rest.
See how they run.
Lady Madonna, lying on the bed,
Listen to the music playing in your head.
Tuesday afternoon is never ending.
Wednesday morning papers didn't come.
Thursday night you stockings needed mending.
See how they run.
Lady Madonna, children at your feet.
Wonder how you manage to make ends meet."
"Ob-La-Di, Ob-La-Da","Desmond has a barrow in the market place.
Molly is the singer in a band.
Desmond says to Molly ""Girl I like your face"",
And Molly says this as she takes him by the hand:
""Obladi, oblada, life goes on, rah.
Lala how their life goes on.
""Obladi, oblada, life goes on, rah.
Lala how their life goes on.
Desmond takes a trolley to the jewellers store,
Buys a twenty carat golden ring. (Ring)
Takes it back to Molly waiting at the door
And as he gives it to her she begins to sing. (Sing)
""Obladi, oblada, life goes on, rah.
Lala how their life goes on.
""Obladi, oblada, life goes on, rah.
Lala how their life goes on.
In a couple of years they have built a home sweet home.
With a couple of kids running in the yard
Of Desmond and Molly Jones.
Happy ever after in the market place
Desmond lets the children lend a hand.
Molly stays at home and does her pretty face
And in the evening she still sings it with the band.
""Yes, obladi, oblada, life goes on, rah.
Lala how their life goes on.
""Obladi, oblada, life goes on, rah.
Lala how their life goes on.
In a couple of years they have built a home sweet home.
With a couple of kids running in the yard
Of Desmond and Molly Jones.
Hey, happy ever after in the market place
Molly lets the children lend a hand. (Foot)
Desmond stays at home and does his pretty face
And in the evening she a singer with the band.
""Yeah, obladi, oblada, life goes on, rah.
Lala how their life goes on.
""Yeah, obladi, oblada, life goes on, rah.
Lala how their life goes on.
Lala how the life goes on.""
And if you want some fun - take obladi 'blada.
(Thank you)"
Hey Jude,"Hey Jude don't make it bad,
Take a sad song and make it better.
Remember to let her into your heart,
Then you can start to make it better.
Hey Jude don't be afraid,
You were made to go out and get her.
The minute you let her under your skin,
Then you'll begin to make it better.
And anytime you feel the pain,
Hey Jude, refrain,
Don't carry the world upon your shoulder.
For well you know that it's a fool
Who plays it cool
By making his world a little colder.
Hey Jude don't let me down,
You have found her, now go and get her.
(Let it out and let it in).
Remember (Hey Jude) to let her into your heart,
Then you can start to make it better.
So let it out and let it in,
Hey Jude, begin.
You're waiting for someone to perform with.
And don't you know that it's just you,
Hey Jude, you'll do.
The movement you need is on your shoulder.
Hey Jude don't make it bad,
Take a sad song and make it better.
Remember to let her under your skin,
Then you begin to make it better,
Better, better, better, better, better, oh.
Na na-na na-na-na-na na-na-na-na hey Jude.
Na na-na na-na-na-na na-na-na-na hey Jude.
Na na-na na-na-na-na na-na-na-na hey Jude.
Na na-na na-na-na-na na-na-na-na hey Jude...
(Jude, Judy, Judy, Judy, Judy, Judy.)
(Jude, Jude, Jude, Jude, Jude)
(Yeah, yeah, yeah.)
(Hey, you know you can make it Jude.
Jude you know I've gotta break it.)
(Gotta make it better Jude.)
(Take a sad song and make it better.)
(Jude, hey Jude.)
(Jude.)
(Jude, Jude, Jude, Jude, Jude, Jude,
Yeah, yeah, yeah...)
(Hey no go back Jude.)
(Make it Jude.)"
Get Back,"Jojo was a man who thought he was a loner,
But he knew it couldn't last.
Jojo left his home in Touson, Arizona
For some California grass.
Get back, get back,
Get back to where you once belonged.
Get back, get back,
Get back to where you once belonged.
Get back Jojo.
Go home.
Get back, get back,
Get back to where you once belonged.
Get back, get back,
Get back to where you once belonged.
Get back Jo.
Sweet Loretta Martin thought she was a woman,
But she was another man.
All the girls around her say she's got it coming,
But she gets it while she can.
Get back, get back,
Get back to where you once belonged.
Get back, get back,
Get back to where you once belonged.
Get back Loretta.
Go home.
Well, get back, get back,
Get back to where you once belonged.
Well, get back, get back,
Get back to where you once belonged.
Get back Loretta.
Oh, your mother's waiting for you.
Wearing her high-heel shoes
And a low-neck sweater,
Get back home Loretta.
Get back, get back,
Get back to where you once belonged.
Well, get back, get back, get back, oh yeah.
Jojo.
Loretta."
Let It Be,"When I find myself in times of trouble
Mother Mary comes to me
Speaking words of wisdom, let it be.
And in my hour of darkness she is standing
Right in front of me
Speaking words of wisdom, let it be.
Let it be, let it be, let it be, let it be.
Whisper words of wisdom, let it be.
And when the broken hearted people
Living in the world agree
There will be an answer, let it be.
For though they may be parted, there is
Still a chance that they will see
There will be an answer, let it be.
Let it be, let it be, let it be, let it be.
There will be an answer, let it be.
Let it be, let it be, let it be, let it be.
Whisper words of wisdom, let it be.
Let it be, let it be, let it be, let it be.
Whisper words of wisdom, let it be.
And when the night is cloudy there is still a light
That shines on me.
Shine until tomorrow, let it be.
I wake up to the sound of music,
Mother Mary comes to me
Speaking words of wisdom, let it be.
Let it be, let it be, let it be, yeah, let it be.
There will be an answer, let it be.
Let it be, let it be, let it be, yeah, let it be.
Whisper words of wisdom, let it be."
Something,"Something in the way she moves
Attracts me like no other lover.
Something in the way she woos me.
I don't want to leave her now.
You know I believe and how.
Somewhere in her smile she knows
That I don't need no other lover.
Something in her style that shows me.
Don't want to leave her now,
You know I believe and how.
You're asking me will my love grow,
I don't know, I don't know.
You stick around now it may show,
I don't know, I don't know.
Something in the way she knows,
And all I have to do is think of her.
Something in the things she shows me.
Don't want to leave her now,
You know I believe and how."
Here Comes The Sun,"Here comes the sun, here comes the sun,
And I say ""It's all right"".
Little darling, it's been a long cold lonely winter.
Little darling, it feels like years since it's been here.
Here comes the sun, here comes the sun,
And I say ""It's all right"".
Little darling, the smiles returning to their faces.
Little darling, it seems like years since it's been here.
Here comes the sun, here comes the sun,
And I say ""It's all right"".
Sun, sun, sun, here it comes.
Sun, sun, sun, here it comes.
Sun, sun, sun, here it comes.
Sun, sun, sun, here it comes.
Sun, sun, sun, here it comes.
Little darling, I feel that ice is slowly melting.
Little darling, it seems like years since it's been clear.
Here comes the sun, here comes the sun,
And I say ""It's all right"".
Here comes the sun, here comes the sun,
""It's all right"".
""It's all right""."
The Long And Winding Road,"The long and winding road
That leads to your door
Will never disappear
I've seen that road before,
It always leads me here,
Leads me to your door.
The wild and windy night
That the rain washed away
Has left a pool of tears,
Crying for the day.
Why leave me standing here?
Let me know the way.
Many times I've been alone,
And many times cried.
Anyway, you'll never know
The many ways I've tried.
And still they lead me back
To the long winding road.
You left me standing here
A long, long time ago.
Don't leave me waiting here,
Lead me to your door.
But still they lead me back
To the long winding road.
You left me standing here
A long, long time ago.
Don't keep me waiting here,
(Don't keep me waiting.)
Lead me to your door."
Her Majesty,"Her Majesty's a pretty nice girl,
but she doesn't have a lot to say.
Her Majesty's a pretty nice girl,
but she changes from day to day.
I want to tell her that I love her a lot,
But I gotta get a bellyful of wine.
Her Majesty's a pretty nice girl,
Someday I'm going to make her mine, oh yeh.
Someday I'm going to make her mine."
If I Fell,"If I fell in love with you
Would you promise to be true,
And help me understand?
'Cos I've been in love before,
And I found that that love was more
Than just holding hands.
If I give my heart to you,
I must be sure from the very start
That you would love me more than her.
If I trust in you, oh please,
Don't run and hide.
If I love you too, oh please,
Don't hurt my pride like her.
'Cos I couldn't stand the pain,
And I would be sad if our new love was in vain.
So I hope you see
That I would love to love you,
And that she will cry
When she learns we are two.
'Cos I couldn't stand the pain,
And I would be sad if our new love was in vain.
So I hope you see
That I would love to love you,
And that she will cry
When she learns we are two.
If I fell in love with you."
And I Love Her,"I give her all my love,
That's all I do.
And if you saw my love,
You'd love her too.
I love her.
She gives me everything
And tenderly.
The kiss my lover brings,
She brings to me.
And I love her.
A love like ours could never die
As long as I have you near me.
Bright are the stars that shine,
Dark is the sky.
I know this love of mine
Will never die.
And I love her.
Bright are the stars that shine,
Dark is the sky.
I know this love of mine
Will never die.
And I love her."
Things We Said Today,"You say you will love me
If I have to go.
You'll be thinking of me,
Somehow I will know.
Someday when I'm lonely,
Wishing you weren't so far away,
Then I will remember
The things we said today.
You say you'll be mine, girl,
Until the end of time.
These days such a kind girl
Seems so hard to find.
Someday when we're dreaming,
Deep in love, not a lot to say.
Then we will tremember
The things we said today.
Me, I'm just the lucky kind.
Love to hear you say that love is luck.
And, though we may be blind,
Love is here to stay. And that's enough
To make you mine, girl,
Be the only one.
Love me all the time, girl.
We'll go on and on.
Someday when we're dreaming,
Deep in love, not a lot to say.
Then we will tremember
The things we said today.
Love me all the time, girl.
We'll go on and on.
Someday when we're dreaming,
Deep in love, not a lot to say.
Then we will tremember
The things we said today."
I'll Follow The Sun,"One day you'll look to see I've gone.
For tomorrow may rain, so I'll follow the sun.
Some day you'll know I was the one.
But tomorrow may rain, so I'll follow the sun.
And now the time has come
And so my love I must go.
And though I lose a friend,
In the end you'll know, oooh.
One day you'll find that I have gone.
For tomorrow may rain, so I'll follow the sun.
Yes, tomorrow may rain, so I'll follow the sun.
And now the time has come
And so my love I must go.
And though I lose a friend,
In the end you'll know, oooh.
One day you'll find that I have gone.
For tomorrow may rain, so I'll follow the sun."
Every Little Thing,"When I'm walking beside her
People tell me I'm lucky.
Yes, I know I'm a lucky guy.
I remember the first time
I was lonely without her.
Can't stop thinking about her now.
Every little thing she does,
She does for me, yeah.
And you know the things she does,
She does for me, oooh.
When I'm with her I'm happy
Just to know that she loves me.
Yes, I know that she loves me now.
There is one thing I'm sure of,
I will love her forever.
For I know love will never die.
Every little thing she does,
She does for me, yeah.
And you know the things she does,
She does for me, oooh.
Every little thing she does,
She does for me, yeah.
And you know the things she does,
She does for me, oooh.
Every little thing.
Every little thing.
Every little ..."
